_id,Produto,Categoria do Produto,Preço,Data da Compra,Valor do Frete
65955a121b7c4edbe6510de8,Modelagem preditiva,livros,71.64,2023-03-01,1.3990535443
65955a121b7c4edbe6510de9,Bateria,instrumentos musicais,535.83,2023-03-01,26.1157745734
65955a121b7c4edbe6510dea,Dashboards com Power BI,livros,43.35,2023-03-01,3.2481049178
65955a121b7c4edbe6510deb,Dinossauro Rex,brinquedos,28.71,2023-03-01,2.2157332793
65955a121b7c4edbe6510dec,Bicicleta,esporte e lazer,406.16,2023-03-01,22.3138102573
65955a121b7c4edbe6510ded,Cama box,moveis,834.98,2023-03-01,44.9912775682
65955a121b7c4edbe6510df2,Assistente virtual,eletronicos,180.46,2021-04-01,10.295964254
65955a121b7c4edbe6510df3,Boneca bebê,brinquedos,67.88,2021-04-01,4.1406707791
65955a121b7c4edbe6510df4,Bicicleta,esporte e lazer,773.72,2021-04-01,41.729366863
65955a121b7c4edbe6510df5,Lavadora de roupas,eletrodomesticos,1822.44,2021-04-01,94.6238864312
65955a121b7c4edbe6510df6,Pandeiro,instrumentos musicais,58.75,2021-04-01,6.292077079
65955a121b7c4edbe6510df7,Guitarra,instrumentos musicais,892.6,2021-04-01,48.0545296884
65955a121b7c4edbe6510df8,Panela de pressão,utilidades domesticas,94.58,2021-04-01,2.6205395316
65955a121b7c4edbe6510df9,Mesa de centro,moveis,217.42,2021-04-01,19.3750120217
65955a121b7c4edbe6510dfa,Iniciando em programação,livros,83.18,2021-04-01,5.1160969115
65955a121b7c4edbe6510dfb,Boneca bebê,brinquedos,51.2,2021-04-01,3.2573504949
65955a121b7c4edbe6510dfc,Dashboards com Power BI,livros,40.85,2021-04-01,0.0
65955a121b7c4edbe6510dfd,Celular ABXY,eletronicos,1578.34,2021-04-01,81.6262957825
65955a121b7c4edbe6510dfe,Guarda roupas,moveis,666.47,2022-04-01,33.0719615556
65955a121b7c4edbe6510dff,Cômoda,moveis,331.48,2022-04-01,15.2347518407
65955a121b7c4edbe6510e00,Impressora,eletronicos,363.8,2022-04-01,20.0582676933
65955a121b7c4edbe6510e01,Faqueiro,utilidades domesticas,76.93,2022-04-01,4.9847062385
65955a121b7c4edbe6510e02,Ciência de dados com python,livros,75.04,2022-04-01,1.5800933158
65955a121b7c4edbe6510e03,Micro-ondas,eletrodomesticos,677.31,2022-04-01,33.6491589445
65955a121b7c4edbe6510e0a,Jogo de panelas,utilidades domesticas,268.49,2021-05-01,14.8273892988
65955a121b7c4edbe6510e0b,Kit banquetas,moveis,394.53,2021-05-01,21.533800584
65955a121b7c4edbe6510e0c,Celular Plus X42,eletronicos,2842.86,2021-05-01,151.6568684382
65955a121b7c4edbe6510e0d,Geladeira,eletrodomesticos,2405.84,2021-05-01,129.5028576086
65955a121b7c4edbe6510e0e,Headset,eletronicos,98.2,2021-05-01,2.8132936411
65955a121b7c4edbe6510e0f,Ciência de dados com python,livros,58.61,2021-05-01,4.0606540096
65955a121b7c4edbe6510e10,Micro-ondas,eletrodomesticos,1034.13,2021-05-01,55.5954159446
65955a121b7c4edbe6510e11,Tablet ABXY,eletronicos,1642.22,2022-05-01,85.0277136057
65955a121b7c4edbe6510e12,Mesa de jantar,moveis,360.0,2022-05-01,19.4520428834
65955a121b7c4edbe6510e13,Sofá retrátil,moveis,895.8,2022-05-01,45.2830941384
65955a121b7c4edbe6510e14,Cadeira de escritório,moveis,619.44,2022-05-01,33.5144209995
65955a121b7c4edbe6510e15,Mesa de centro,moveis,282.19,2022-05-01,12.6102076249
65955a121b7c4edbe6510e16,Tablet ABXY,eletronicos,1754.04,2022-05-01,93.6804790483
65955a121b7c4edbe6510e17,Mochila,esporte e lazer,132.49,2022-05-01,4.639132983
65955a121b7c4edbe6510e18,Mesa de centro,moveis,277.62,2022-05-01,15.0712066192
65955a121b7c4edbe6510e19,Cadeira de escritório,moveis,403.02,2022-05-01,21.9907070783
65955a121b7c4edbe6510e20,Guarda roupas,moveis,607.71,2021-06-01,32.8898337881
65955a121b7c4edbe6510e21,Boneca bebê,brinquedos,71.38,2021-06-01,4.0895470723
65955a121b7c4edbe6510e22,Dashboards com Power BI,livros,55.44,2021-06-01,3.6390253647
65955a121b7c4edbe6510e23,Guitarra,instrumentos musicais,818.58,2021-06-01,41.1713614473
65955a121b7c4edbe6510e24,Mesa de centro,moveis,214.27,2021-06-01,11.9403374145
65955a121b7c4edbe6510e25,TV Led UHD 4K,eletronicos,2366.39,2021-06-01,123.58758751
65955a121b7c4edbe6510e26,Boneca bebê,brinquedos,78.61,2021-06-01,4.4688719181
65955a121b7c4edbe6510e27,Cama king,moveis,897.42,2021-06-01,48.0680411071
65955a121b7c4edbe6510e28,Cama king,moveis,695.31,2021-06-01,34.6076047932
65955a121b7c4edbe6510e29,Mesa de jantar,moveis,317.11,2022-06-01,17.1682794138
65955a121b7c4edbe6510e2a,Cubo mágico 8x8,brinquedos,20.95,2022-06-01,1.6466289991
65955a121b7c4edbe6510e2b,Xadrez de madeira,brinquedos,37.57,2022-06-01,0.0
65955a121b7c4edbe6510e2c,Bola de basquete,esporte e lazer,70.87,2022-06-01,1.3580533608
65955a121b7c4edbe6510e2d,Celular ABXY,eletronicos,1490.52,2022-06-01,83.8457446259
65955a121b7c4edbe6510e2e,Bola de vôlei,esporte e lazer,79.7,2022-06-01,4.5269111389
65955a121b7c4edbe6510e2f,Cômoda,moveis,430.76,2022-06-01,30.4922543858
65955a121b7c4edbe6510e30,Copo térmico,esporte e lazer,72.03,2022-06-01,5.2344961512
65955a121b7c4edbe6510e31,Corda de pular,esporte e lazer,13.3,2022-06-01,0.0
65955a121b7c4edbe6510e32,Sofá retrátil,moveis,860.42,2022-06-01,43.3992155757
65955a121b7c4edbe6510e33,Jogo de tabuleiro,brinquedos,183.79,2022-06-01,10.0693904942
65955a121b7c4edbe6510e34,Cubo mágico 8x8,brinquedos,12.83,2022-06-01,2.0822742487
65955a121b7c4edbe6510e35,Boneca bebê,brinquedos,77.75,2022-06-01,11.9419632143
65955a121b7c4edbe6510e3a,Dinossauro Rex,brinquedos,24.39,2021-07-01,1.8297986502
65955a121b7c4edbe6510e3b,Dashboards com Power BI,livros,46.87,2021-07-01,0.0
65955a121b7c4edbe6510e3c,Mesa de centro,moveis,238.81,2021-07-01,13.2470185882
65955a121b7c4edbe6510e3d,Mesa de centro,moveis,238.33,2021-07-01,20.488406616
65955a121b7c4edbe6510e3e,Jogo de tabuleiro,brinquedos,248.91,2021-07-01,13.5424854904
65955a121b7c4edbe6510e3f,Dinossauro Rex,brinquedos,19.59,2021-07-01,0.0
65955a121b7c4edbe6510e40,Cama box,moveis,664.41,2021-07-01,32.9622727529
65955a121b7c4edbe6510e41,Geladeira,eletrodomesticos,3309.16,2021-07-01,173.7872537772
65955a121b7c4edbe6510e42,Smart TV,eletronicos,2179.74,2021-07-01,116.3477233708
65955a121b7c4edbe6510e43,Cadeira de escritório,moveis,496.37,2021-07-01,27.3700570508
65955a121b7c4edbe6510e44,Iniciando em programação,livros,56.9,2021-07-01,3.560858347
65955a121b7c4edbe6510e45,Corda de pular,esporte e lazer,26.63,2022-07-01,1.9490719113
65955a121b7c4edbe6510e46,Lava louças,eletrodomesticos,1567.6,2022-07-01,84.0010885515
65955a121b7c4edbe6510e47,Celular ABXY,eletronicos,1594.69,2022-07-01,82.4968840951
65955a121b7c4edbe6510e48,Guitarra,instrumentos musicais,955.2,2022-07-01,51.1446522815
65955a121b7c4edbe6510e49,Blocos de montar,brinquedos,44.17,2022-07-01,2.640696431
65955a121b7c4edbe6510e4a,Celular Plus X42,eletronicos,3386.44,2022-07-01,177.9021812878
65955a121b7c4edbe6510e4b,Xadrez de madeira,brinquedos,31.39,2022-07-01,0.0
65955a121b7c4edbe6510e4c,Headset,eletronicos,281.02,2022-07-01,15.2465954871
65955a121b7c4edbe6510e4d,Modelagem preditiva,livros,105.99,2022-07-01,3.2280877057
65955a121b7c4edbe6510e59,Cama box,moveis,644.88,2021-08-01,31.922359007
65955a121b7c4edbe6510e5a,Lava louças,eletrodomesticos,1304.52,2021-08-01,67.0462045436
65955a121b7c4edbe6510e5b,Geladeira,eletrodomesticos,2779.44,2021-08-01,148.5279228476
65955a121b7c4edbe6510e5c,Smartwatch,eletronicos,269.3,2021-08-01,14.6225407456
65955a121b7c4edbe6510e5d,Poltrona,moveis,280.79,2021-08-01,15.6382349209
65955a121b7c4edbe6510e5e,Sofá retrátil,moveis,903.89,2021-08-01,49.017838409
65955a121b7c4edbe6510e5f,Lavadora de roupas,eletrodomesticos,1673.59,2021-08-01,95.4932470308
65955a121b7c4edbe6510e60,TV Led UHD 4K,eletronicos,3158.33,2021-08-01,175.973580586
65955a121b7c4edbe6510e61,Jogo de panelas,utilidades domesticas,258.57,2021-08-01,11.3525136834
65955a121b7c4edbe6510e62,Modelagem preditiva,livros,101.54,2021-08-01,14.5010858917
65955a121b7c4edbe6510e63,Guarda roupas,moveis,697.32,2021-08-01,37.4133180887
65955a121b7c4edbe6510e64,Guitarra,instrumentos musicais,946.34,2021-08-01,47.9741970936
65955a121b7c4edbe6510e65,Faqueiro,utilidades domesticas,72.62,2021-08-01,1.4512355961
65955a121b7c4edbe6510e66,Lava louças,eletrodomesticos,1604.75,2021-08-01,85.9792142893
65955a121b7c4edbe6510e67,Iniciando em programação,livros,41.11,2022-08-01,0.0
65955a121b7c4edbe6510e68,Smartwatch,eletronicos,237.47,2022-08-01,14.2973574466
65955a121b7c4edbe6510e69,Guitarra,instrumentos musicais,1115.85,2022-08-01,57.0000946391
65955a121b7c4edbe6510e6a,Jogo de copos,utilidades domesticas,45.01,2022-08-01,2.9277516169
65955a121b7c4edbe6510e6b,Corda de pular,esporte e lazer,10.08,2022-08-01,1.0629946648
65955a121b7c4edbe6510e6c,Boneca bebê,brinquedos,51.46,2022-08-01,0.0
65955a121b7c4edbe6510e6d,Blocos de montar,brinquedos,39.27,2022-08-01,0.0
65955a121b7c4edbe6510e6e,Bicicleta,esporte e lazer,928.16,2022-08-01,47.0061667864
65955a121b7c4edbe6510e6f,Lava louças,eletrodomesticos,2051.26,2022-08-01,106.8078630482
65955a121b7c4edbe6510e70,Cômoda,moveis,323.0,2022-08-01,17.7298828107
65955a121b7c4edbe6510e71,Corda de pular,esporte e lazer,15.28,2022-08-01,1.5006261822
65955a121b7c4edbe6510e72,Dinossauro Rex,brinquedos,20.73,2022-08-01,1.3869360445
65955a121b7c4edbe6510e7e,Assistente virtual,eletronicos,288.45,2021-09-01,16.2475099009
65955a121b7c4edbe6510e7f,Celular ABXY,eletronicos,1763.75,2021-09-01,94.4406464175
65955a121b7c4edbe6510e80,Cubo mágico 8x8,brinquedos,21.15,2021-09-01,0.0
65955a121b7c4edbe6510e81,Poltrona,moveis,328.18,2021-09-01,15.0590367685
65955a121b7c4edbe6510e82,Bicicleta,esporte e lazer,852.68,2021-09-01,42.9870838607
65955a121b7c4edbe6510e83,Jogo de tabuleiro,brinquedos,231.07,2021-09-01,9.8882214145
65955a121b7c4edbe6510e84,TV Led UHD 4K,eletronicos,3655.0,2021-09-01,194.9008801932
65955a121b7c4edbe6510e85,Tablet ABXY,eletronicos,1461.16,2021-09-01,75.3868133072
65955a121b7c4edbe6510e86,Impressora,eletronicos,420.24,2022-09-01,19.9609548148
65955a121b7c4edbe6510e87,Celular ABXY,eletronicos,1200.6,2022-09-01,64.2114640192
65955a121b7c4edbe6510e88,Mochila,esporte e lazer,147.24,2022-09-01,8.5270991932
65955a121b7c4edbe6510e89,Secadora de roupas,eletrodomesticos,1454.34,2022-09-01,75.0236688246
65955a121b7c4edbe6510e8a,Lavadora de roupas,eletrodomesticos,2017.54,2022-09-01,107.7110613339
65955a121b7c4edbe6510e8d,Guitarra,instrumentos musicais,1231.88,2021-10-01,71.8358393943
65955a121b7c4edbe6510e8e,Lavadora de roupas,eletrodomesticos,1709.15,2021-10-01,88.5915347532
65955a121b7c4edbe6510e8f,Jogo de tabuleiro,brinquedos,163.99,2021-10-01,6.3164132183
65955a121b7c4edbe6510e90,Poltrona,moveis,275.98,2021-10-01,14.9782306495
65955a121b7c4edbe6510e91,Pandeiro,instrumentos musicais,90.83,2021-10-01,5.7248394217
65955a121b7c4edbe6510e92,Cubo mágico 8x8,brinquedos,26.5,2021-10-01,1.6998220895
65955a121b7c4edbe6510e93,Bateria,instrumentos musicais,860.34,2021-10-01,43.3949558164
65955a121b7c4edbe6510e94,Ciência de dados com python,livros,80.32,2021-10-01,1.8612374314
65955a121b7c4edbe6510e95,Blocos de montar,brinquedos,33.28,2021-10-01,2.055185789
65955a121b7c4edbe6510e96,Bola de vôlei,esporte e lazer,56.47,2022-10-01,3.5379621406
65955a121b7c4edbe6510e97,Headset,eletronicos,145.74,2022-10-01,8.043342464
65955a121b7c4edbe6510e98,Pandeiro,instrumentos musicais,60.41,2022-10-01,3.4997766711
65955a121b7c4edbe6510e99,Micro-ondas,eletrodomesticos,603.9,2022-10-01,29.7402972914
65955a121b7c4edbe6510e9a,Cômoda,moveis,335.28,2022-10-01,15.4370904088
65955a121b7c4edbe6510e9b,Pandeiro,instrumentos musicais,57.68,2022-10-01,0.0
65955a121b7c4edbe6510e9c,Guitarra,instrumentos musicais,1159.13,2022-10-01,62.0089621812
65955a121b7c4edbe6510e9d,Cubo mágico 8x8,brinquedos,17.1,2022-10-01,1.4367885458
65955a121b7c4edbe6510e9e,Xadrez de madeira,brinquedos,47.86,2022-10-01,3.2354131684
65955a121b7c4edbe6510e9f,Bola de basquete,esporte e lazer,39.28,2022-10-01,0.0
65955a121b7c4edbe6510ea0,Ciência de dados com python,livros,88.2,2022-10-01,4.9795105675
65955a121b7c4edbe6510ea1,Poltrona,moveis,258.15,2022-10-01,14.0344876928
65955a121b7c4edbe6510ea2,Dashboards com Power BI,livros,54.59,2022-10-01,3.18987918
65955a121b7c4edbe6510ea3,Boneca bebê,brinquedos,70.98,2022-10-01,4.3105759886
65955a121b7c4edbe6510eab,Iniciando em programação,livros,60.27,2021-11-01,3.4923220922
65955a121b7c4edbe6510eac,Pandeiro,instrumentos musicais,85.09,2021-11-01,5.4192016899
65955a121b7c4edbe6510ead,Smartwatch,eletronicos,299.38,2021-11-01,16.4673493336
65955a121b7c4edbe6510eae,Jogo de panelas,utilidades domesticas,294.46,2021-11-01,17.078224492
65955a121b7c4edbe6510eaf,Smart TV,eletronicos,1949.04,2022-11-01,101.3649555672
65955a121b7c4edbe6510eb0,Iniciando em programação,livros,70.05,2022-11-01,6.8937680841
65955a121b7c4edbe6510eb1,Fogão,eletrodomesticos,953.77,2022-11-01,48.3698222412
65955a121b7c4edbe6510eb2,Impressora,eletronicos,301.95,2022-11-01,17.4770444591
65955a121b7c4edbe6510eb3,Jogo de panelas,utilidades domesticas,203.11,2022-11-01,8.3994355295
65955a121b7c4edbe6510eb4,Dashboards com Power BI,livros,51.67,2022-11-01,3.0343979645
65955a121b7c4edbe6510eb5,Jogo de tabuleiro,brinquedos,257.89,2022-11-01,11.3163057292
65955a121b7c4edbe6510eb6,Xadrez de madeira,brinquedos,33.07,2022-11-01,2.2919825372
65955a121b7c4edbe6510eb7,Cadeira de escritório,moveis,632.67,2022-11-01,34.3747863238
65955a121b7c4edbe6510eb8,Carrinho controle remoto,brinquedos,71.59,2022-11-01,4.3382171179
65955a121b7c4edbe6510eb9,Smartwatch,eletronicos,290.02,2022-11-01,13.0271315691
65955a121b7c4edbe6510ec1,Ciência de dados com python,livros,94.87,2021-12-01,5.5826466179
65955a121b7c4edbe6510ec2,Pandeiro,instrumentos musicais,74.44,2021-12-01,4.2468319632
65955a121b7c4edbe6510ec3,Cômoda,moveis,376.58,2021-12-01,17.6361911617
65955a121b7c4edbe6510ec4,Jogo de panelas,utilidades domesticas,205.71,2021-12-01,11.4845431664
65955a121b7c4edbe6510ec5,Bola de vôlei,esporte e lazer,73.99,2021-12-01,10.3193592734
65955a121b7c4edbe6510ec6,Fone de ouvido,eletronicos,99.41,2021-12-01,5.5820602468
65955a121b7c4edbe6510ec7,Lava louças,eletrodomesticos,1682.61,2021-12-01,92.7577368526
65955a121b7c4edbe6510ec8,Tablet ABXY,eletronicos,1387.78,2021-12-01,71.4795490639
65955a121b7c4edbe6510ec9,Blocos de montar,brinquedos,43.06,2021-12-01,2.5759413669
65955a121b7c4edbe6510eca,Lavadora de roupas,eletrodomesticos,2036.88,2021-12-01,106.0421713091
65955a121b7c4edbe6510ecb,Corda de pular,esporte e lazer,10.58,2021-12-01,1.0944576962
65955a121b7c4edbe6510ecc,Mesa de jantar,moveis,475.03,2022-12-01,29.7739571298
65955a121b7c4edbe6510ecd,Modelagem preditiva,livros,79.82,2022-12-01,1.8346139356
65955a121b7c4edbe6510ece,Mesa de centro,moveis,222.18,2022-12-01,9.4148556593
65955a121b7c4edbe6510ecf,Dinossauro Rex,brinquedos,26.84,2022-12-01,1.7122751632
65955a121b7c4edbe6510ed0,Assistente virtual,eletronicos,241.22,2022-12-01,13.3705043024
65955a121b7c4edbe6510ed1,Celular Plus X42,eletronicos,2044.46,2022-12-01,109.3924489641
65955a121b7c4edbe6510ed2,Xadrez de madeira,brinquedos,32.67,2022-12-01,0.0
65955a121b7c4edbe6510ed3,Cama box,moveis,860.58,2022-12-01,46.7117112029
65955a121b7c4edbe6510ed4,Secadora de roupas,eletrodomesticos,1327.15,2022-12-01,68.2511839634
65955a121b7c4edbe6510ed5,Fone de ouvido,eletronicos,56.26,2022-12-01,0.0
65955a121b7c4edbe6510ed6,Blocos de montar,brinquedos,39.34,2022-12-01,2.7817488
65955a121b7c4edbe6510ed7,Guitarra,instrumentos musicais,1245.97,2022-12-01,66.6329309314
65955a121b7c4edbe6510ed8,Copo térmico,esporte e lazer,39.36,2022-12-01,2.9842167642
65955a121b7c4edbe6510ed9,Bateria,instrumentos musicais,1253.78,2022-12-01,64.34445219
65955a121b7c4edbe6510edf,Carrinho controle remoto,brinquedos,83.37,2021-01-02,5.3276168644
65955a121b7c4edbe6510ee0,Cômoda,moveis,361.03,2021-01-02,16.8082004424
65955a121b7c4edbe6510ee1,Panela de pressão,utilidades domesticas,124.28,2021-01-02,4.201975182
65955a121b7c4edbe6510ee2,Mochila,esporte e lazer,118.99,2021-01-02,7.0228716806
65955a121b7c4edbe6510ee3,Pandeiro,instrumentos musicais,58.25,2021-01-02,3.62790225
65955a121b7c4edbe6510ee4,Pandeiro,instrumentos musicais,44.54,2021-01-02,0.0
65955a121b7c4edbe6510ee5,Faqueiro,utilidades domesticas,51.53,2021-01-02,0.0
65955a121b7c4edbe6510ee6,Carrinho controle remoto,brinquedos,93.96,2021-01-02,2.5875263968
65955a121b7c4edbe6510ee7,Tablet ABXY,eletronicos,959.7,2021-01-02,51.98955301
65955a121b7c4edbe6510ee8,Guarda roupas,moveis,617.93,2021-01-02,33.1860394258
65955a121b7c4edbe6510ee9,Cubo mágico 8x8,brinquedos,17.91,2021-01-02,1.8420687945
65955a121b7c4edbe6510eea,Cômoda,moveis,301.15,2022-01-02,13.6197705856
65955a121b7c4edbe6510eeb,Secadora de roupas,eletrodomesticos,1600.38,2022-01-02,85.4985463196
65955a121b7c4edbe6510eec,Assistente virtual,eletronicos,315.28,2022-01-02,17.0708374192
65955a121b7c4edbe6510eed,Modelagem preditiva,livros,95.7,2022-01-02,9.5757758076
65955a121b7c4edbe6510eee,Cubo mágico 8x8,brinquedos,22.12,2022-01-02,0.0
65955a121b7c4edbe6510eef,Mesa de centro,moveis,258.77,2022-01-02,14.3098285405
65955a121b7c4edbe6510ef0,Guarda roupas,moveis,677.22,2023-01-02,36.3430535576
65955a121b7c4edbe6510ef1,Jogo de tabuleiro,brinquedos,197.25,2023-01-02,10.7860950011
65955a121b7c4edbe6510ef2,Blocos de montar,brinquedos,53.58,2023-01-02,0.0
65955a121b7c4edbe6510ef3,Mesa de jantar,moveis,303.58,2023-01-02,17.104569541
65955a121b7c4edbe6510ef4,Dashboards com Power BI,livros,52.47,2023-01-02,3.0826464613
65955a121b7c4edbe6510ef5,Poltrona,moveis,336.62,2023-01-02,18.8638501433
65955a121b7c4edbe6510ef6,Xadrez de madeira,brinquedos,35.9,2023-01-02,0.0
65955a121b7c4edbe6510ef7,Geladeira,eletrodomesticos,3265.83,2023-01-02,171.4800616313
65955a121b7c4edbe6510ef8,Bateria,instrumentos musicais,580.65,2023-01-02,31.4489701955
65955a121b7c4edbe6510f03,Secadora de roupas,eletrodomesticos,1744.23,2021-02-02,90.4594392184
65955a121b7c4edbe6510f04,Fogão,eletrodomesticos,817.6,2021-02-02,43.8178662379
65955a121b7c4edbe6510f05,Cômoda,moveis,412.07,2021-02-02,22.2246137358
65955a121b7c4edbe6510f06,Jogo de panelas,utilidades domesticas,106.07,2021-02-02,3.232347465
65955a121b7c4edbe6510f07,Cadeira de escritório,moveis,314.86,2021-02-02,17.0484736827
65955a121b7c4edbe6510f08,Corda de pular,esporte e lazer,32.04,2021-02-02,0.0
65955a121b7c4edbe6510f09,Carrinho controle remoto,brinquedos,78.94,2021-02-02,1.787756583
65955a121b7c4edbe6510f0a,Guitarra,instrumentos musicais,985.32,2021-02-02,52.9964302848
65955a121b7c4edbe6510f0b,Micro-ondas,eletrodomesticos,742.6,2022-02-02,37.1256550258
